age,workclass,education,marital-status,occupation,relationship,race,gender,income_>50K
33,Private,Bachelors,Never-married,Sales,Not-in-family,White,1,0
34,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,1,1
31,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,1
51,Private,HS-grad,Widowed,Tech-support,Unmarried,Black,0,0
49,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,1,1
20,State-gov,Some-college,Married-civ-spouse,Other-service,Husband,White,1,0
39,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,1,1
24,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,1,0
49,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,0
24,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,0
41,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,1,1
44,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,0,1
35,Private,Assoc-voc,Divorced,Other-service,Unmarried,Black,0,0
46,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,1,1
24,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,1
45,Private,Some-college,Divorced,Other-service,Not-in-family,White,0,0
40,Private,HS-grad,Divorced,Sales,Own-child,White,0,0
25,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,0,0
22,Private,Some-college,Never-married,Other-service,Own-child,White,0,0
30,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,0,1
20,Private,HS-grad,Married-civ-spouse,Sales,Own-child,Black,1,0
52,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,1,1
38,Private,HS-grad,Divorced,Other-service,Unmarried,Black,0,0
37,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,1,1
30,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,1,1
49,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,1,1
31,Federal-gov,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,White,1,0
29,Private,HS-grad,Married-civ-spouse,Tech-support,Wife,Asian-Pac-Islander,0,1
32,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,1,0
31,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,0,1
44,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,1,1
51,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,1,1
31,Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,1,0
40,Private,Some-college,Divorced,Transport-moving,Not-in-family,White,1,1
39,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,1,1
50,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,1,1
27,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,Black,1,0
47,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,0
29,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,0,1
42,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,1,1
24,Private,HS-grad,Never-married,Other-service,Own-child,White,0,0
47,Self-emp-not-inc,Some-college,Married-civ-spouse,Tech-support,Husband,Black,1,1
37,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,1,0
37,Private,Assoc-acdm,Never-married,Exec-managerial,Not-in-family,White,0,1
41,Private,HS-grad,Never-married,Other-service,Own-child,White,1,0
28,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,1,0
34,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,0,1
38,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,1,1
29,Local-gov,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,1,0
46,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,0
27,Private,10th,Married-civ-spouse,Exec-managerial,Wife,White,0,0
35,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,1,0
25,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,0,0
43,Private,Bachelors,Divorced,Sales,Not-in-family,White,0,0
22,Private,HS-grad,Never-married,Other-service,Not-in-family,White,1,0
20,Private,HS-grad,Never-married,Craft-repair,Own-child,White,1,0
42,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,1,0
33,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,0,0
34,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,1,1
26,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,0,0
32,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
44,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,1,1
50,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,0,1
17,Private,11th,Never-married,Handlers-cleaners,Own-child,White,1,0
35,Private,11th,Never-married,Machine-op-inspct,Not-in-family,White,1,0
51,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,1,1
58,Private,Bachelors,Widowed,Craft-repair,Not-in-family,White,1,1
37,Private,Some-college,Never-married,Exec-managerial,Not-in-family,Black,1,0
23,Private,Some-college,Never-married,Sales,Not-in-family,White,0,0
54,Self-emp-not-inc,Masters,Married-civ-spouse,Sales,Husband,White,1,1
26,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Black,1,0
36,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,1
33,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,1,1
37,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,1,1
50,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
23,Private,HS-grad,Never-married,Transport-moving,Unmarried,White,1,0
45,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,0,1
20,Private,Assoc-voc,Never-married,Sales,Not-in-family,Black,0,0
22,State-gov,Some-college,Never-married,Sales,Own-child,White,0,0
31,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,1,0
28,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,1,1
54,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,1,1
30,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,1
54,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
41,Private,Bachelors,Divorced,Adm-clerical,Unmarried,White,0,0
23,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0
44,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,1,1
35,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,0,1
31,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,1,1
27,Private,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,0,1
41,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,1
58,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,1,1
30,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,1,1
35,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,1
25,Federal-gov,HS-grad,Never-married,Adm-clerical,Own-child,Black,1,0
17,Private,11th,Never-married,Other-service,Own-child,White,0,0
41,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,1
58,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
40,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
34,Private,HS-grad,Separated,Adm-clerical,Unmarried,White,0,0
49,State-gov,Assoc-voc,Divorced,Adm-clerical,Not-in-family,Black,0,0
36,Private,HS-grad,Never-married,Other-service,Not-in-family,White,1,0
44,Federal-gov,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,1,1
37,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
22,Private,HS-grad,Never-married,Sales,Not-in-family,White,0,0
36,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,1,0
52,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,1,1
32,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,0
56,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,1,1
31,Local-gov,HS-grad,Divorced,Prof-specialty,Unmarried,White,1,0
40,Local-gov,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,1,1
31,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,1,1
56,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,0,1
25,Private,HS-grad,Married-civ-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,0,0
51,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,1,1
52,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,1,1
25,State-gov,Bachelors,Never-married,Exec-managerial,Not-in-family,White,0,1
51,Self-emp-not-inc,10th,Widowed,Transport-moving,Other-relative,White,0,0
48,Private,Bachelors,Married-civ-spouse,Tech-support,Wife,White,0,1
38,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,1
31,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,0,1
21,State-gov,Some-college,Never-married,Tech-support,Own-child,White,1,0
42,Private,Some-college,Married-civ-spouse,Sales,Husband,White,1,1
41,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,Black,1,0
44,Private,Some-college,Divorced,Prof-specialty,Not-in-family,White,0,0
34,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,0,0
19,Private,HS-grad,Never-married,Other-service,Own-child,White,0,0
29,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,0,0
48,Private,Assoc-voc,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0
35,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,1,1
37,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,1,1
43,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,0
55,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Black,1,1
42,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,1,1
50,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
22,State-gov,Some-college,Married-civ-spouse,Other-service,Husband,Black,1,0
59,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,1,1
47,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Black,1,1
32,Private,Assoc-voc,Divorced,Sales,Not-in-family,White,1,1
31,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,1,1
56,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,1,1
38,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,0,1
24,Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,1,1
31,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
33,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
40,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,1,0
39,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,0,1
30,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,0,0
51,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,0
59,Private,Some-college,Separated,Sales,Not-in-family,White,1,1
52,Self-emp-not-inc,HS-grad,Never-married,Prof-specialty,Not-in-family,White,1,0
39,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,1,1
37,Private,Assoc-acdm,Never-married,Sales,Unmarried,Black,0,0
30,Private,Bachelors,Never-married,Sales,Not-in-family,White,1,0
32,Private,Bachelors,Married-civ-spouse,Sales,Husband,Black,1,1
55,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,1,1
33,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,1,1
57,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,1,1
39,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,1,0
32,Private,Masters,Never-married,Adm-clerical,Unmarried,White,0,0
21,Private,Some-college,Never-married,Other-service,Own-child,White,0,0
48,Private,Masters,Divorced,Exec-managerial,Not-in-family,White,1,1
28,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,1,0
24,Private,Bachelors,Never-married,Sales,Own-child,White,1,0
29,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,1,1
30,Private,11th,Married-civ-spouse,Craft-repair,Husband,Other,1,0
32,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
44,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,1,1
25,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,1,0
35,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,0,0
23,Private,Some-college,Never-married,Other-service,Not-in-family,Black,1,0
46,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,1,1
32,Private,Bachelors,Separated,Prof-specialty,Not-in-family,White,1,1
17,Private,11th,Never-married,Adm-clerical,Own-child,White,0,0
52,Private,HS-grad,Divorced,Other-service,Not-in-family,White,1,0
37,Federal-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,1,1
38,Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,1,1
18,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,1,0
54,Private,HS-grad,Widowed,Other-service,Unmarried,Asian-Pac-Islander,0,0
49,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,0,1
28,Federal-gov,Some-college,Never-married,Adm-clerical,Not-in-family,White,0,0
35,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
25,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,1,1
27,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
35,Private,Some-college,Divorced,Sales,Not-in-family,White,1,0
29,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,1,0
41,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,1,1
28,Local-gov,Some-college,Divorced,Adm-clerical,Unmarried,White,0,0
39,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,1,1
31,Local-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,Amer-Indian-Eskimo,0,1
28,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,1,1
26,Self-emp-not-inc,10th,Never-married,Exec-managerial,Not-in-family,White,1,1
29,Self-emp-inc,Bachelors,Never-married,Sales,Not-in-family,White,1,1
47,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,1,1
43,Private,Some-college,Divorced,Machine-op-inspct,Unmarried,Black,0,0
39,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,1,1
45,Local-gov,Assoc-acdm,Divorced,Prof-specialty,Unmarried,White,0,0
51,State-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,0
36,Private,Some-college,Never-married,Machine-op-inspct,Unmarried,White,1,0
36,Private,HS-grad,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,0,0
28,Private,Bachelors,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,0,0
29,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,0,0
46,Local-gov,HS-grad,Divorced,Prof-specialty,Not-in-family,White,0,0
40,Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,Black,1,0
39,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,0,0
41,State-gov,HS-grad,Divorced,Exec-managerial,Unmarried,White,0,0
31,Self-emp-not-inc,Assoc-voc,Divorced,Craft-repair,Own-child,White,1,0
36,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
43,Private,Assoc-acdm,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0
49,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
44,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,0,1
29,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,1,1
28,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,1,0
37,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,1,1
22,Private,Assoc-acdm,Never-married,Exec-managerial,Not-in-family,White,1,0
57,Self-emp-inc,HS-grad,Separated,Farming-fishing,Not-in-family,White,1,1
32,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,1
41,State-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,1,1
38,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,1,1
41,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,1,0
53,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,1,1
20,Private,HS-grad,Never-married,Sales,Own-child,White,0,0
36,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
25,Private,HS-grad,Married-civ-spouse,Sales,Husband,Other,1,0
29,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,1
23,Private,HS-grad,Separated,Craft-repair,Own-child,White,1,0
25,Private,Assoc-voc,Divorced,Adm-clerical,Unmarried,White,0,0
43,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,1,1
32,Private,Some-college,Married-civ-spouse,Sales,Husband,White,1,0
18,Private,11th,Never-married,Sales,Not-in-family,White,0,0
49,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,0
38,Private,Some-college,Never-married,Other-service,Not-in-family,White,1,0
24,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,1,0
50,Private,HS-grad,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,0,0
21,Private,11th,Never-married,Tech-support,Own-child,White,0,0
42,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
37,Private,Some-college,Married-civ-spouse,Sales,Wife,White,0,1
23,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,1,0
27,Self-emp-not-inc,HS-grad,Married-civ-spouse,Machine-op-inspct,Own-child,White,1,0
32,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,1,0
39,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0
49,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
46,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,1,1
27,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,1,0
39,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,1,1
36,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,1
34,Private,Masters,Never-married,Sales,Unmarried,White,1,1
32,Private,Some-college,Divorced,Exec-managerial,Other-relative,White,1,0
18,Private,HS-grad,Never-married,Other-service,Own-child,White,0,0
42,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,1,1
43,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,0,0
47,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,1,1
52,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,1,0
58,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
30,State-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,1,1
52,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,1,1
27,Private,Bachelors,Never-married,Sales,Not-in-family,White,0,0
41,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,Black,1,1
37,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,1
35,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,1,1
52,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,0,0
49,State-gov,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,1,0
22,State-gov,Bachelors,Never-married,Prof-specialty,Own-child,Black,1,0
36,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,1,1
19,Private,11th,Never-married,Transport-moving,Other-relative,White,1,0
